Step;Tamanho do dataset; Qtd. entradas do índice;Tempo de construção do índice(seg);Tempo de consulta para 1 palavra - Aleatório(ms);Tempo de consulta para 2 palavras - Aleatório(ms);Tempo de consulta para 1 palavra - Melhor caso(ms);Tempo de consulta para 1 palavra - Caso médio(ms);Tempo de consulta para 1 palavra - Pior caso(ms);Tempo de consulta para 2 palavras - Melhor caso(ms);Tempo de consulta para 2 palavras - Caso médio(ms);Tempo de consulta para 2 palavras - Pior caso(ms)
23;65;2466;7206400;969;1489;;;;;;
23;66;2555;7084800;1179;1368;;;;;;
23;67;2642;7516000;1007;1625;;;;;;
23;68;2224;7144200;906;1309;;;;;;
23;69;2644;7238900;1043;1593;;;;;;
23;70;3036;7464600;1342;1684;;;;;;
23;71;5009;7690000;1964;3035;;;;;;
23;72;4256;7613700;1720;2527;;;;;;
23;73;4490;7757000;1858;2623;;;;;;
23;74;5640;8568900;2243;3386;;;;;;
23;75;6070;8296900;2452;3608;;;;;;
23;76;4774;7789800;1868;2896;;;;;;
23;77;4666;8241100;1837;2818;;;;;;
23;78;3695;7277200;1609;2077;;;;;;
23;79;4465;7497500;1610;2845;;;;;;
23;80;4538;7614800;1669;2859;;;;;;
24;1;1076;3755100;493;577;;;;;;
24;2;1329;3722100;576;747;;;;;;
24;3;1590;3916700;610;975;;;;;;
24;4;1619;3870900;588;1026;;;;;;
24;5;1236;3728700;569;662;;;;;;
24;6;1746;4084800;657;1084;;;;;;
24;7;978;3707500;356;616;;;;;;
24;8;1461;3916300;647;809;;;;;;
24;9;1508;3966900;654;849;;;;;;
24;10;1398;3836000;484;908;;;;;;
24;11;1861;7649800;726;1127;;;;;;
24;12;3324;7973400;1223;2091;;;;;;
24;13;2741;7690300;994;1737;;;;;;
24;14;3135;8210100;1264;1861;;;;;;
24;15;2803;7611200;1137;1657;;;;;;
24;16;3412;8119700;1448;1954;;;;;;
24;17;2231;7663500;924;1297;;;;;;
24;18;2721;7928300;974;1738;;;;;;
24;19;2219;9093500;862;1346;;;;;;
24;20;2362;7671700;1019;1333;;;;;;
24;21;22;3042800;11;7;;;;;;
24;22;44;3242700;20;20;;;;;;
24;23;26;3298100;12;10;;;;;;
24;24;35;3381900;16;15;;;;;;
24;25;19;3066800;9;6;;;;;;
24;26;30;3219300;13;12;;;;;;
24;27;134;3447100;53;76;;;;;;
24;28;22;3116300;11;7;;;;;;
24;29;23;2998200;12;8;;;;;;
24;30;30;3025400;15;11;;;;;;
24;31;24;3029000;12;8;;;;;;
24;32;66;3290500;30;32;;;;;;
24;33;85;3179000;35;46;;;;;;
24;34;26;3048800;13;9;;;;;;
24;35;157;3283400;55;97;;;;;;
24;36;2328;3874600;948;1375;;;;;;
24;37;2191;3894700;872;1314;;;;;;
24;38;3169;4047300;1285;1878;;;;;;
24;39;2681;4210500;1055;1620;;;;;;
24;40;2264;3925100;913;1345;;;;;;
24;41;1399;3841400;590;804;;;;;;
24;42;2404;3961700;955;1444;;;;;;
24;43;1797;3674000;722;1070;;;;;;
24;44;3463;4105600;1376;2081;;;;;;
24;45;2074;3846400;832;1237;;;;;;
24;46;2281;3969100;896;1379;;;;;;
24;47;2619;3982100;1013;1601;;;;;;
24;48;2260;3891200;901;1353;;;;;;
24;49;2361;3854200;1027;1329;;;;;;
24;50;2617;4157600;1019;1593;;;;;;
24;51;40;6635200;18;14;;;;;;
24;52;73;6915700;33;32;;;;;;
24;53;72;6861500;32;32;;;;;;
24;54;79;6767100;35;36;;;;;;
24;55;81;7088200;37;35;;;;;;
24;56;86;8151400;36;40;;;;;;
24;57;64;6855600;30;26;;;;;;
24;58;39;5896700;20;12;;;;;;
24;59;57;6323700;28;21;;;;;;
24;60;133;6501800;57;69;;;;;;
24;61;1876;7274100;749;1118;;;;;;
24;62;2240;8185300;886;1344;;;;;;
24;63;2713;8140800;1129;1574;;;;;;
24;64;2045;7884000;816;1219;;;;;;
24;65;2520;7602700;960;1551;;;;;;
24;66;2282;7639800;899;1374;;;;;;
24;67;2708;7651000;1181;1519;;;;;;
24;68;2413;7709900;990;1414;;;;;;
24;69;2616;7735900;1035;1571;;;;;;
24;70;2819;7812800;1129;1680;;;;;;
24;71;5441;8203300;2299;3132;;;;;;
24;72;4177;7948100;1647;2520;;;;;;
24;73;4390;7869200;1771;2610;;;;;;
24;74;5749;8431800;2346;3393;;;;;;
24;75;6136;8496700;2524;3601;;;;;;
24;76;4988;8379900;2076;2902;;;;;;
24;77;4605;8723000;1806;2788;;;;;;
24;78;3814;7763100;1586;2218;;;;;;
24;79;4457;8029100;1776;2671;;;;;;
24;80;4575;7997600;1821;2744;;;;;;
